statistic_yyy,district_code,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
統計年,區域別代碼,區域別,村里名稱,總計,博畢_男,博畢_女,博肄_男,博肄_女,碩畢_男,碩畢_女,碩肄_男,碩肄_女,大畢_男,大畢_女,大肄_男,大肄_女,二畢_男,二畢_女,二肄_男,二肄_女,後二畢_男,後二畢_女,後二肄_男,後二肄_女,高畢_男,高畢_女,高肄_男,高肄_女,職畢_男,職畢_女,職肄_男,職肄_女,前三肄_男,前三肄_女,國畢_男,國畢_女,國肄_男,國肄_女,初畢_男,初畢_女,初肄_男,初肄_女,小畢_男,小畢_女,小肄_男,小肄_女,自修_男,自修_女,不識_男,不識_女
108,10017050009,基隆市中山區,通化里,1010,1,1,1,0,13,9,4,6,70,66,31,19,32,26,7,5,18,15,2,1,38,29,11,9,119,92,44,19,1,3,58,60,16,2,1,1,0,0,39,91,3,19,1,3,6,18
108,10017050010,基隆市中山區,居仁里,1349,2,0,0,0,12,17,4,3,100,89,37,31,37,23,14,8,21,19,1,0,44,32,14,12,148,118,50,28,6,6,94,80,19,16,0,0,0,0,71,136,7,15,2,6,4,23
108,10017050011,基隆市中山區,通明里,1799,2,0,1,0,26,15,9,7,136,124,52,45,58,45,14,7,23,18,3,2,57,45,22,15,185,161,85,28,11,12,122,87,21,6,3,1,1,0,90,182,12,21,3,4,3,35
108,10017050012,基隆市中山區,協和里,1609,3,0,2,0,27,19,10,8,108,123,43,43,48,39,12,7,21,13,1,3,49,30,26,21,197,134,53,33,1,11,137,98,18,13,1,2,0,0,68,99,14,23,7,3,6,35
108,10017050013,基隆市中山區,文化里,1318,1,0,0,0,18,1,3,2,91,74,38,29,40,30,9,8,21,18,0,0,50,25,20,20,157,106,60,26,8,6,121,88,26,11,2,0,0,1,63,78,22,15,1,6,2,21
108,10017050014,基隆市中山區,仙洞里,591,0,1,0,0,10,8,1,4,35,26,17,6,21,14,2,0,9,3,1,1,13,10,13,7,75,52,30,15,3,7,52,25,11,5,1,0,0,0,33,52,2,11,1,0,3,11
108,10017050015,基隆市中山區,太白里,888,2,1,0,1,12,4,3,2,63,63,23,21,25,19,4,3,2,11,5,0,20,15,11,6,96,67,35,21,3,9,99,55,10,10,0,1,1,1,46,69,7,21,5,2,0,14
108,10017050016,基隆市中山區,西榮里,712,1,0,0,0,10,9,3,0,73,49,26,20,21,21,4,1,19,10,0,0,17,16,5,8,85,67,23,16,1,3,45,30,4,8,0,0,0,0,30,64,3,9,0,1,0,10
108,10017050017,基隆市中山區,西華里,866,2,0,0,0,18,9,4,3,59,93,15,22,35,27,4,2,15,6,0,0,27,26,10,5,107,78,21,8,3,3,44,44,7,7,1,1,0,0,45,84,2,10,2,3,3,11
108,10017050018,基隆市中山區,西定里,945,1,1,1,1,13,7,8,4,69,67,36,17,27,32,6,4,17,10,0,2,25,21,9,12,111,83,29,19,2,1,71,46,10,6,1,1,0,0,43,94,4,13,0,2,1,18
108,10017050019,基隆市中山區,西康里,1655,1,1,0,1,31,13,10,6,114,118,44,35,39,49,15,2,23,15,3,0,48,40,14,19,186,144,54,28,6,11,129,96,17,21,0,0,0,0,84,161,8,30,0,7,5,27
108,10017050020,基隆市中山區,德和里,5534,11,7,10,6,183,102,58,31,597,617,193,150,209,218,45,32,107,96,12,7,145,117,72,78,502,561,112,76,17,33,229,253,39,39,3,5,0,1,147,307,14,38,4,8,4,39
108,10017050021,基隆市中山區,中和里,5722,7,2,2,1,103,67,35,26,466,500,195,179,218,202,61,34,114,106,9,7,162,157,73,75,660,618,211,109,19,47,279,327,57,50,0,3,2,1,128,306,18,35,6,3,4,38
108,10017050022,基隆市中山區,德安里,3945,7,1,1,2,80,49,25,23,376,401,152,126,127,115,26,17,59,46,5,7,94,94,37,49,428,385,120,75,20,26,205,220,39,33,1,2,1,0,127,241,19,35,3,5,1,40
108,10017050023,基隆市中山區,和平里,455,2,0,0,1,19,12,5,6,44,29,14,7,22,17,2,1,4,6,0,1,18,18,7,3,48,36,14,3,2,2,20,20,6,1,0,0,0,0,21,33,1,2,0,2,1,5
108,10017050024,基隆市中山區,和慶里,6763,3,0,3,2,66,48,42,18,449,516,285,216,224,202,53,38,69,99,9,9,196,164,97,88,832,789,263,209,29,47,459,439,66,63,1,2,0,0,207,323,19,67,3,9,4,36
108,10017060001,基隆市安樂區,西川里,1214,0,0,1,0,17,10,6,3,85,76,31,30,33,40,12,6,19,14,0,1,39,23,14,17,175,134,40,20,4,12,76,60,24,25,1,0,1,0,51,74,6,13,0,3,2,16
108,10017060002,基隆市安樂區,定國里,1054,2,1,0,0,15,11,4,6,62,69,31,24,36,33,3,6,17,15,1,0,32,16,18,24,144,116,39,15,5,7,51,54,29,24,0,0,0,0,41,69,6,8,0,2,1,17
108,10017060003,基隆市安樂區,新西里,1393,1,0,2,0,22,12,8,3,105,85,51,30,40,35,12,7,23,18,1,0,29,24,23,21,200,127,40,24,7,9,89,69,21,40,1,0,0,0,58,101,10,13,3,7,2,20
108,10017060004,基隆市安樂區,定邦里,1030,2,0,0,0,22,15,7,2,94,75,29,20,34,34,4,1,16,15,2,0,48,29,6,17,134,98,15,12,2,3,41,68,13,34,1,0,1,0,31,73,6,12,0,2,0,12
108,10017060005,基隆市安樂區,慈仁里,936,0,0,2,0,17,11,5,6,66,67,27,27,33,31,3,5,15,18,3,0,34,23,21,13,115,91,29,17,1,2,34,50,13,26,0,1,0,0,39,72,5,6,1,4,0,3
108,10017060006,基隆市安樂區,干城里,2082,1,1,0,1,24,20,7,8,149,133,67,48,42,61,16,10,31,25,1,0,74,57,35,38,286,207,67,42,8,11,104,100,32,56,0,0,1,0,87,151,19,22,5,3,10,22
108,10017060007,基隆市安樂區,永康里,1980,1,0,2,0,35,18,12,10,135,173,58,47,68,63,20,5,41,25,0,2,89,57,35,30,257,227,64,22,1,9,70,92,27,41,1,0,0,0,56,121,4,27,4,5,3,23
108,10017060008,基隆市安樂區,嘉仁里,3307,2,0,5,0,53,28,15,17,278,269,88,86,91,89,21,17,48,38,5,1,118,103,58,52,421,341,108,73,9,22,166,158,45,65,1,1,0,0,107,197,19,34,4,8,11,35
108,10017060009,基隆市安樂區,安和里,857,3,1,0,0,17,16,6,2,83,82,19,25,24,29,7,3,22,17,0,1,34,33,9,12,81,86,19,13,2,5,34,41,11,12,2,0,0,0,23,65,3,9,0,2,1,3
108,10017060010,基隆市安樂區,樂一里,582,0,0,0,0,10,5,4,3,46,41,19,21,18,9,6,3,10,13,0,1,22,14,8,15,52,50,20,14,1,1,24,32,9,10,1,0,0,0,33,42,1,9,0,2,1,12
108,10017060011,基隆市安樂區,外寮里,4065,4,4,4,1,80,44,31,19,351,371,157,125,129,135,32,24,64,63,7,4,126,114,66,75,488,459,134,68,12,19,193,197,51,64,1,1,0,0,88,191,6,33,3,4,3,20
108,10017060012,基隆市安樂區,中崙里,1713,2,3,1,0,33,28,14,20,179,159,72,63,71,62,11,10,41,39,8,3,41,42,29,19,202,180,41,27,1,10,59,69,17,23,0,0,0,0,40,63,3,11,4,2,2,9
108,10017060013,基隆市安樂區,內寮里,5479,4,1,8,2,125,87,58,30,524,517,227,182,148,161,34,27,133,112,9,3,182,129,92,104,645,571,171,105,18,20,242,270,55,73,1,2,2,2,104,198,15,36,4,7,2,37
108,10017060014,基隆市安樂區,新崙里,4115,4,3,4,1,72,53,23,13,385,380,148,134,142,163,40,26,97,82,7,4,125,117,82,58,464,455,142,74,12,17,178,180,30,59,1,1,2,0,88,173,18,28,2,2,3,23
108,10017060015,基隆市安樂區,三民里,2593,4,2,1,0,50,26,16,10,189,228,66,64,99,80,18,10,66,38,5,1,101,83,42,46,281,255,62,35,7,14,126,139,35,58,4,2,0,0,88,174,12,27,2,3,9,15
108,10017060016,基隆市安樂區,四維里,4913,9,3,9,1,157,104,51,43,538,595,225,165,189,181,30,27,116,108,12,3,160,136,70,80,479,531,93,56,17,12,131,165,39,51,2,2,1,0,87,170,5,22,5,5,4,24
108,10017060017,基隆市安樂區,五福里,3564,8,1,5,3,76,50,18,26,299,334,122,97,132,111,27,18,82,71,6,7,127,112,48,45,382,382,98,75,7,16,139,152,45,82,1,0,0,2,91,190,13,35,2,6,1,20
108,10017060018,基隆市安樂區,六合里,4067,11,2,5,2,124,71,31,37,433,503,163,117,143,137,27,11,104,122,8,7,130,122,46,57,387,453,99,44,9,9,123,157,38,49,0,2,1,0,54,172,11,25,2,6,1,12
108,10017060019,基隆市安樂區,七賢里,2578,3,3,3,3,58,51,23,11,218,219,84,54,93,84,15,14,52,41,5,2,96,85,37,39,305,290,63,38,8,13,79,118,39,52,0,0,0,0,77,150,7,25,1,3,4,13
108,10017060020,基隆市安樂區,鶯歌里,3061,9,1,3,0,114,58,28,14,329,341,112,74,107,101,18,13,83,70,10,7,113,92,52,53,295,279,78,39,3,12,122,120,42,31,5,1,0,1,59,110,13,30,1,3,3,12
108,10017060021,基隆市安樂區,武崙里,4925,8,1,6,2,120,91,37,30,531,594,237,175,192,188,35,36,130,124,5,4,132,148,82,93,466,547,107,63,15,18,155,184,35,53,1,0,0,0,68,153,5,26,5,6,2,15
108,10017060022,基隆市安樂區,長樂里,3433,9,4,1,6,131,87,39,38,455,470,163,131,126,150,31,13,95,112,7,3,77,115,53,50,231,351,49,49,11,15,62,82,17,31,0,3,1,0,31,102,4,13,1,3,1,10
108,10017060023,基隆市安樂區,興寮里,4880,10,3,5,1,87,59,36,30,408,494,201,172,179,177,44,24,93,94,9,4,157,175,78,95,565,567,117,95,15,27,208,207,53,67,3,2,1,0,80,178,6,28,1,3,2,20
108,10017060024,基隆市安樂區,鶯安里,4942,16,4,7,6,201,146,49,47,620,705,179,204,181,251,24,19,139,158,3,11,119,184,67,75,363,496,85,55,5,18,68,140,26,47,0,3,0,0,37,134,11,17,2,4,2,14
108,10017060025,基隆市安樂區,壯觀里,4400,3,5,9,3,180,89,50,36,476,537,178,160,223,246,34,26,94,122,9,4,124,124,84,98,354,443,94,59,20,25,93,128,25,47,2,4,0,1,31,131,4,15,0,2,0,8
108,10017070001,基隆市信義區,仁壽里,1110,2,1,0,1,35,24,12,9,117,150,32,26,32,41,7,5,20,27,7,1,43,45,14,18,88,97,31,14,3,2,28,48,8,7,0,0,0,0,25,64,1,7,3,3,0,12
108,10017070002,基隆市信義區,仁義里,1232,4,1,2,2,62,33,16,10,165,174,38,23,46,44,6,5,25,49,2,1,46,47,5,11,88,117,18,8,1,2,25,49,8,4,0,0,0,0,24,61,1,2,0,1,1,5
108,10017070003,基隆市信義區,義昭里,1226,4,4,3,3,53,35,15,11,147,150,29,41,48,44,8,4,38,26,4,3,48,49,19,19,88,114,14,10,5,4,24,45,6,1,0,0,0,0,25,64,4,6,0,1,0,10
108,10017070004,基隆市信義區,義幸里,2373,12,0,5,2,97,41,21,27,295,265,69,56,76,93,12,7,75,53,6,2,84,92,21,25,203,215,29,35,3,4,61,101,12,15,0,3,0,0,64,146,5,15,0,6,1,19
108,10017070005,基隆市信義區,義民里,740,3,1,1,0,11,17,3,4,57,63,32,23,20,12,9,3,20,12,0,0,30,27,6,10,82,67,18,8,2,3,33,43,7,8,0,2,0,0,29,60,1,3,0,1,0,9
108,10017070006,基隆市信義區,義和里,1520,4,3,1,2,41,9,7,6,124,141,37,39,47,44,8,7,29,31,7,2,72,52,11,18,212,144,42,12,3,3,80,76,17,13,0,4,0,0,40,84,12,14,2,3,6,11
108,10017070007,基隆市信義區,智慧里,743,2,1,0,0,30,19,12,5,71,79,33,24,23,24,7,3,19,31,1,0,17,24,8,10,57,62,12,5,4,2,25,33,8,5,0,1,0,0,21,52,0,4,0,0,1,8
108,10017070008,基隆市信義區,智誠里,1570,2,0,0,0,20,17,10,9,124,121,32,34,33,30,13,5,26,19,0,0,51,38,28,24,158,110,45,37,2,4,146,101,29,30,0,2,0,0,81,121,10,32,0,1,3,22
108,10017070009,基隆市信義區,禮儀里,1651,3,0,1,1,47,22,18,10,173,182,69,46,58,55,10,6,43,27,4,3,54,56,18,28,171,162,26,21,1,8,66,70,8,7,1,1,0,0,35,97,4,9,1,5,2,22
108,10017070010,基隆市信義區,禮東里,1522,5,0,2,1,52,26,16,15,168,181,36,45,50,48,14,9,50,43,5,4,41,49,14,16,133,148,23,19,4,3,40,71,15,7,1,0,0,1,37,94,4,13,1,1,3,14
108,10017070011,基隆市信義區,信綠里,2122,1,3,7,4,65,47,13,10,228,217,62,56,60,61,12,8,58,51,2,2,82,76,22,18,200,234,41,25,4,3,84,89,26,17,0,2,0,0,54,120,5,24,0,2,2,25
108,10017070012,基隆市信義區,東光里,1799,3,2,2,0,41,31,11,4,187,157,65,53,56,55,17,9,37,34,3,4,71,62,15,15,204,214,47,27,3,5,70,88,13,16,0,1,0,0,42,102,7,10,3,0,2,11
108,10017070013,基隆市信義區,東明里,3649,4,3,2,4,88,53,28,28,368,371,138,124,130,112,29,26,86,64,9,5,96,112,38,45,369,376,95,68,17,13,160,167,30,27,3,1,0,0,77,187,14,37,3,5,8,29
108,10017070014,基隆市信義區,東安里,2854,1,1,4,0,70,47,22,21,329,317,90,91,78,87,18,12,74,62,9,2,94,104,27,43,288,283,67,46,3,6,110,140,28,29,0,1,0,0,62,140,3,19,0,2,4,20
108,10017070015,基隆市信義區,孝岡里,1363,2,1,1,1,26,12,13,10,113,124,46,31,39,38,19,11,24,24,2,1,22,26,6,20,140,121,51,27,6,6,104,82,19,12,0,1,0,0,52,86,7,15,1,0,3,18
108,10017070016,基隆市信義區,東信里,4306,14,6,8,2,124,81,38,27,509,545,194,140,157,136,35,17,134,100,6,4,131,160,62,49,386,451,108,49,18,13,123,145,20,18,2,2,0,0,69,174,6,15,1,8,3,16
108,10017070017,基隆市信義區,孝深里,4320,5,1,2,2,68,60,20,25,339,367,167,151,120,116,51,27,82,60,4,4,126,133,50,58,482,509,176,105,14,18,256,267,38,46,1,0,0,1,97,189,13,27,3,1,8,31
108,10017070018,基隆市信義區,孝賢里,3563,9,3,2,5,94,61,34,26,354,401,141,132,112,108,24,28,81,97,6,2,111,96,46,49,386,429,74,58,11,9,117,166,21,22,1,1,0,1,54,153,3,13,0,3,5,14
108,10017070019,基隆市信義區,孝德里,2571,2,2,1,0,30,24,12,10,173,191,85,91,77,62,28,13,28,26,7,3,76,83,41,30,290,266,103,67,13,16,166,163,28,18,1,1,0,2,105,166,15,21,2,6,3,24
108,10017070020,基隆市信義區,孝忠里,7681,32,10,13,11,210,155,82,56,807,901,343,294,279,288,67,48,165,160,10,12,189,242,115,108,658,791,223,140,25,39,275,341,53,63,1,2,1,0,117,258,17,35,4,8,6,27
108,10018010001,新竹市東　區,南門里,729,4,0,2,1,27,13,4,5,105,77,24,19,23,23,4,2,27,15,2,0,31,44,8,15,43,60,10,9,0,0,28,35,0,3,0,0,0,0,18,40,1,4,0,0,0,3
108,10018010002,新竹市東　區,福德里,1462,10,2,1,1,95,42,16,10,183,166,44,46,57,51,5,3,43,28,1,1,49,57,16,8,96,99,30,11,2,0,52,69,7,7,1,0,0,0,40,92,2,10,0,1,0,8
108,10018010003,新竹市東　區,南市里,889,5,1,2,0,28,21,6,1,102,104,23,25,30,19,3,4,16,19,2,1,33,35,11,14,74,62,13,7,0,2,40,54,6,5,0,2,0,0,39,76,2,0,0,0,1,1
108,10018010004,新竹市東　區,關帝里,501,2,0,1,1,18,10,4,2,63,39,10,19,17,10,0,0,9,15,1,0,19,13,8,6,36,42,13,4,0,0,22,31,5,1,0,0,0,1,20,47,1,2,0,1,1,7
108,10018010005,新竹市東　區,東門里,554,3,3,0,0,25,18,4,3,87,81,27,18,15,20,0,0,16,8,0,1,28,21,4,1,37,37,7,5,1,0,18,31,3,3,0,0,0,0,5,18,2,2,0,0,0,2
108,10018010006,新竹市東　區,榮光里,306,0,1,2,0,17,17,4,3,46,38,10,4,12,13,0,0,7,4,0,0,10,18,1,1,25,17,3,2,0,0,9,9,1,1,1,0,0,0,4,19,1,2,2,1,0,1
108,10018010007,新竹市東　區,成功里,638,2,0,0,0,23,17,8,4,81,71,25,20,13,23,2,1,19,9,1,0,23,27,15,8,41,55,5,9,1,2,23,42,2,0,0,0,0,0,11,41,1,8,0,2,1,2
108,10018010008,新竹市東　區,下竹里,476,3,0,0,1,24,7,4,7,52,47,12,10,15,10,2,1,17,4,0,0,19,27,4,9,42,34,11,4,0,1,14,30,1,1,0,1,0,0,13,41,1,1,0,1,1,4
108,10018010009,新竹市東　區,竹蓮里,757,1,0,0,1,26,13,4,5,80,94,20,13,26,26,3,3,9,13,2,0,27,21,19,10,71,56,12,12,0,3,43,39,5,6,0,1,0,0,27,57,2,3,0,0,1,3
108,10018010010,新竹市東　區,寺前里,742,2,0,1,0,16,13,2,3,83,60,25,21,28,22,3,3,12,14,1,0,38,35,11,4,58,60,23,8,1,1,49,34,8,3,0,0,0,0,24,69,2,1,0,0,0,4
108,10018010011,新竹市東　區,育賢里,1643,7,2,3,2,80,46,20,12,142,158,58,48,40,49,10,1,51,23,6,0,82,58,40,29,141,107,65,21,1,1,114,65,22,8,0,1,0,0,47,43,11,8,4,3,3,11
108,10018010012,新竹市東　區,中正里,589,4,0,1,0,32,22,7,3,76,93,17,20,10,16,2,1,11,16,0,0,29,25,12,9,29,47,16,5,1,1,18,14,4,2,0,0,0,0,14,24,2,4,0,0,0,2
108,10018010013,新竹市東　區,公園里,3357,33,7,12,4,258,154,28,35,386,525,166,140,90,133,13,10,57,73,4,0,89,113,91,71,117,188,58,34,7,7,71,119,18,15,0,1,0,0,40,128,13,28,2,5,0,14
108,10018010014,新竹市東　區,頂竹里,2962,28,3,8,4,153,94,28,24,341,390,118,90,80,71,10,9,62,49,3,0,79,108,42,43,173,208,43,31,3,3,138,119,13,15,3,0,0,0,106,212,11,16,0,1,4,26
108,10018010015,新竹市東　區,南大里,1472,6,3,3,2,56,36,17,7,147,172,53,44,47,34,5,8,24,21,3,1,59,58,24,19,101,96,33,14,3,2,69,76,11,4,1,0,0,0,62,129,5,6,2,3,0,6
108,10018010016,新竹市東　區,振興里,5708,40,7,9,9,298,158,51,42,651,760,228,189,168,204,30,21,114,87,2,4,191,194,78,82,389,457,113,72,5,17,216,289,26,27,0,2,0,0,121,280,15,31,0,3,3,25
108,10018010017,新竹市東　區,親仁里,1798,23,2,8,2,163,121,30,16,224,291,61,77,42,72,3,3,33,35,2,1,41,75,42,46,69,95,22,15,2,4,19,47,9,5,1,1,0,0,15,63,4,6,1,1,1,5
108,10018010018,新竹市東　區,文華里,4715,41,10,11,5,282,169,44,48,592,721,192,182,141,201,23,15,80,95,5,1,110,187,81,82,261,347,78,67,4,10,108,180,18,16,2,4,0,0,63,188,10,26,0,2,0,13
108,10018010019,新竹市東　區,復中里,4422,28,15,9,5,305,178,52,48,573,640,199,162,95,175,12,16,110,86,7,2,119,143,84,81,221,307,72,55,1,16,85,161,27,18,0,3,0,0,57,203,11,26,1,2,0,12
108,10018010020,新竹市東　區,三民里,4909,51,10,11,8,287,203,52,45,607,737,202,197,140,197,16,21,92,97,6,2,140,185,99,89,273,344,70,52,7,7,115,169,11,29,1,0,0,0,85,207,12,18,0,1,1,13
108,10018010021,新竹市東　區,東園里,5959,102,34,25,7,751,408,69,71,722,1107,182,176,128,226,17,11,95,112,2,4,119,139,122,98,215,307,70,48,5,12,96,148,17,19,1,1,0,0,68,185,13,10,0,0,3,14
108,10018010022,新竹市東　區,東勢里,2471,40,15,15,5,276,172,27,25,258,406,108,97,50,88,5,12,41,43,2,1,42,43,50,64,103,111,29,26,3,5,64,59,10,15,1,2,0,0,44,69,6,23,1,4,1,10
108,10018010023,新竹市東　區,光復里,2806,34,9,13,4,206,164,39,31,309,423,119,99,62,110,10,8,37,46,5,3,58,70,60,53,149,166,52,27,1,4,72,93,15,12,0,1,0,0,78,127,8,16,0,1,0,12
108,10018010024,新竹市東　區,豐功里,4614,220,62,34,16,579,375,57,59,393,797,192,174,100,148,10,6,60,82,0,3,78,106,120,104,126,168,45,33,5,5,66,113,17,14,2,0,0,0,43,142,19,24,2,3,0,12
108,10018010025,新竹市東　區,武功里,4232,59,25,22,9,347,209,43,35,470,638,142,161,159,169,24,8,99,63,3,3,123,159,84,90,207,246,68,40,3,5,46,121,16,21,1,1,0,0,19,214,9,35,1,6,0,29
108,10018010026,新竹市東　區,綠水里,6591,145,39,33,22,689,497,109,68,718,1153,283,273,144,271,25,13,91,137,3,2,128,137,172,135,188,284,94,67,1,25,93,154,35,28,2,2,0,1,65,197,19,31,1,3,1,13
108,10018010027,新竹市東　區,東山里,3314,39,10,10,2,265,176,34,38,453,539,139,115,93,135,7,3,60,76,2,2,83,101,52,58,153,213,52,29,2,6,48,93,11,17,1,3,1,0,40,117,10,16,0,2,0,8
108,10018010028,新竹市東　區,光鎮里,3573,18,5,6,3,159,72,29,28,390,428,159,126,113,115,11,18,51,49,4,1,108,117,67,38,242,310,76,48,4,12,141,179,13,17,2,1,0,0,111,245,12,21,0,1,2,21
108,10018010029,新竹市東　區,新興里,3071,15,8,3,3,125,69,34,19,375,371,128,77,90,109,9,4,83,40,2,1,112,117,36,42,179,232,52,39,0,3,117,135,18,13,1,1,0,0,111,251,6,17,0,4,2,18
108,10018010030,新竹市東　區,柴橋里,5341,81,15,27,10,459,245,68,56,670,824,256,219,123,185,13,19,84,100,4,6,123,142,95,114,232,326,62,51,5,8,139,173,33,23,2,2,0,0,106,174,14,26,0,3,2,22
108,10018010031,新竹市東　區,高峰里,5928,89,23,13,4,377,201,59,45,692,754,251,184,138,170,18,24,93,105,5,4,181,212,99,88,357,383,129,69,6,10,246,233,39,39,2,2,0,0,160,327,17,39,2,9,5,25
108,10018010032,新竹市東　區,仙宮里,1307,40,10,9,4,139,70,12,9,134,181,67,51,29,49,6,3,24,23,1,1,28,35,33,21,53,69,19,15,2,3,35,38,5,5,1,0,0,0,21,48,4,5,1,0,0,4
108,10018010033,新竹市東　區,光明里,3180,258,72,31,5,388,292,43,37,303,507,146,123,42,94,7,8,25,50,1,5,31,78,72,78,75,106,28,24,1,4,30,59,12,13,0,1,0,0,26,58,7,22,2,8,1,7
108,10018010035,新竹市東　區,立功里,959,2,2,2,0,27,18,6,7,91,90,26,29,29,37,6,3,27,7,3,0,37,43,28,19,73,65,20,10,1,5,47,46,14,12,0,0,0,0,27,72,5,10,1,4,0,8
108,10018010036,新竹市東　區,軍功里,2881,73,19,17,5,215,146,29,22,347,412,129,92,80,98,10,12,58,48,2,0,84,99,47,53,121,177,44,25,0,8,57,92,10,13,0,2,0,0,45,145,16,19,0,3,0,7
108,10018010037,新竹市東　區,建功里,3756,82,27,16,3,358,210,43,41,492,538,134,99,119,107,12,11,79,72,7,3,109,155,60,55,159,206,42,26,7,6,59,108,16,21,0,0,0,0,35,176,11,23,3,3,1,22
108,10018010038,新竹市東　區,前溪里,2879,7,4,2,1,80,40,21,14,304,353,107,84,88,89,8,11,48,41,0,3,87,84,48,38,250,190,75,43,4,6,169,156,21,14,0,1,0,0,128,196,13,12,0,4,4,31
108,10018010039,新竹市東　區,水源里,3444,8,3,3,1,107,61,24,24,348,367,130,99,98,110,18,9,51,38,3,0,97,115,44,41,291,252,99,43,5,16,221,177,21,22,0,2,0,0,171,227,6,22,1,14,7,48
108,10018010040,新竹市東　區,千甲里,2210,3,1,1,0,59,49,21,12,195,235,84,84,59,43,9,3,16,17,2,1,82,67,44,33,193,168,77,29,1,12,129,125,12,7,2,1,0,0,120,139,13,22,2,4,3,31
108,10018010041,新竹市東　區,埔頂里,5214,145,23,37,9,924,501,64,52,479,838,158,120,93,149,13,12,51,70,2,2,101,95,86,59,204,219,68,37,11,7,111,116,23,12,4,1,2,0,84,160,13,14,0,8,3,34
108,10018010042,新竹市東　區,龍山里,8958,289,58,73,20,1820,1049,127,102,904,1567,274,232,151,279,13,16,78,131,6,5,97,135,171,126,210,301,69,61,8,10,86,163,25,19,1,2,1,0,68,146,20,27,1,3,1,13
108,10018010043,新竹市東　區,新莊里,5525,70,17,28,6,594,314,60,52,607,866,232,172,150,213,18,16,69,82,0,4,129,153,86,74,224,297,92,51,6,13,154,215,19,15,1,1,0,1,120,241,10,39,1,1,2,10
108,10018010044,新竹市東　區,仙水里,4560,79,19,19,12,498,274,50,55,511,731,197,179,87,176,13,8,66,78,6,3,78,106,112,84,189,270,63,50,6,13,106,127,17,21,1,0,0,0,68,137,13,24,1,0,1,12
108,10018010045,新竹市東　區,金山里,5308,70,13,20,9,498,248,56,45,547,687,261,195,159,202,20,20,83,70,4,5,145,170,132,76,263,360,78,74,11,18,135,172,13,27,1,0,1,0,93,251,12,29,4,5,4,22
108,10018010046,新竹市東　區,關東里,4916,84,17,14,5,415,242,45,38,528,690,201,170,145,175,17,12,79,85,10,4,122,160,96,92,270,293,63,51,7,8,123,170,23,30,1,1,0,0,120,247,9,34,0,5,1,14
108,10018010047,新竹市東　區,科園里,6708,114,25,32,12,830,419,100,64,831,1130,295,266,164,223,17,15,120,106,5,2,101,166,160,164,230,291,70,46,8,10,104,168,23,32,1,1,0,0,76,206,28,26,1,4,2,20
108,10018010048,新竹市東　區,建華里,2544,26,6,7,2,170,111,31,26,281,327,113,91,74,90,9,9,42,46,4,2,53,73,54,43,129,175,60,34,2,5,82,99,11,11,1,2,0,1,48,144,10,12,1,5,2,20
108,10018010049,新竹市東　區,新光里,3519,13,5,5,1,159,93,35,35,407,419,156,98,115,109,10,10,71,47,3,1,99,117,53,32,254,262,72,57,3,12,147,174,17,13,0,1,0,0,111,234,10,19,2,3,5,30
108,10018010050,新竹市東　區,復興里,5178,38,6,8,2,343,216,55,63,631,783,218,226,147,217,26,16,75,98,4,2,122,157,113,85,235,368,107,70,4,9,135,216,25,23,1,0,0,0,87,187,12,24,1,2,1,20
108,10018010051,新竹市東　區,錦華里,1919,17,6,6,4,124,93,21,21,238,335,83,79,48,77,5,9,48,30,0,0,47,79,32,30,78,122,31,31,1,3,41,55,9,13,0,0,0,0,23,59,6,7,0,2,1,5
108,10018010052,新竹市東　區,湖濱里,3690,50,12,9,0,237,136,47,39,466,508,158,140,93,112,13,11,52,61,4,2,98,154,69,52,191,246,64,32,1,4,124,166,13,18,2,3,1,0,94,169,6,14,4,1,1,13
