statistic_yyy,district_code,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
統計年,區域別代碼,區域別,村里名稱,總計,博畢_男,博畢_女,博肄_男,博肄_女,碩畢_男,碩畢_女,碩肄_男,碩肄_女,大畢_男,大畢_女,大肄_男,大肄_女,二畢_男,二畢_女,二肄_男,二肄_女,後二畢_男,後二畢_女,後二肄_男,後二肄_女,高畢_男,高畢_女,高肄_男,高肄_女,職畢_男,職畢_女,職肄_男,職肄_女,前三肄_男,前三肄_女,國畢_男,國畢_女,國肄_男,國肄_女,初畢_男,初畢_女,初肄_男,初肄_女,小畢_男,小畢_女,小肄_男,小肄_女,自修_男,自修_女,不識_男,不識_女
108,65000150003,新北市五股區,集福里,3618,4,1,5,1,49,34,19,8,269,311,145,126,102,99,21,20,86,59,4,5,125,120,53,49,366,326,122,68,9,16,247,246,32,21,3,3,1,0,140,237,10,37,0,4,0,15
108,65000150004,新北市五股區,觀音里,1315,0,0,0,0,14,4,6,4,80,92,50,38,35,20,4,5,15,3,2,1,46,27,18,8,117,103,54,30,2,6,134,86,16,8,0,0,0,0,108,115,19,13,0,0,6,26
108,65000150005,新北市五股區,成州里,5586,3,1,3,0,71,38,23,19,418,497,205,177,149,143,46,33,103,67,8,5,155,127,86,47,517,533,200,124,5,20,503,420,54,42,5,1,1,0,250,372,16,44,4,7,1,43
108,65000150006,新北市五股區,成功里,5946,7,3,7,0,99,66,27,20,552,569,234,216,158,224,47,33,86,93,4,4,190,190,88,84,544,565,170,132,12,21,425,411,54,35,1,2,0,0,201,289,18,34,1,4,3,23
108,65000150007,新北市五股區,五龍里,1313,1,0,0,0,14,4,4,1,89,95,39,36,24,34,7,3,20,11,7,0,46,29,21,11,140,97,52,27,3,2,136,79,16,19,0,0,0,0,92,110,8,17,0,1,2,16
108,65000150008,新北市五股區,五股里,4073,4,1,3,4,83,59,29,14,333,340,143,136,107,108,28,13,76,62,6,4,145,110,71,48,416,382,128,79,5,8,320,239,50,30,2,2,0,1,152,262,20,24,2,4,0,20
108,65000150009,新北市五股區,五福里,3230,1,0,2,2,48,32,17,14,275,312,115,78,106,94,12,17,70,46,4,3,92,83,37,27,326,299,114,86,8,11,235,221,41,21,2,3,1,1,120,190,9,29,0,8,5,13
108,65000150010,新北市五股區,德音里,4884,10,4,2,4,116,59,34,28,459,502,232,228,137,178,38,23,103,90,6,0,175,158,84,62,413,473,152,68,5,15,275,307,23,34,1,5,0,0,114,203,11,25,1,3,1,23
108,65000150011,新北市五股區,陸一里,2406,5,1,1,0,51,29,12,10,236,209,81,75,70,58,11,7,63,32,5,4,93,76,31,20,222,213,85,50,4,7,127,127,12,15,0,1,0,0,54,218,8,35,2,5,0,41
108,65000150012,新北市五股區,貿商里,2829,2,0,4,1,68,31,13,12,301,269,98,113,105,98,18,8,75,48,6,2,119,124,51,36,229,265,62,44,7,13,109,138,17,14,0,3,1,0,55,210,5,30,1,7,3,14
108,65000150013,新北市五股區,德泰里,4065,1,2,4,0,73,35,23,14,344,441,129,143,145,142,40,23,84,59,4,4,123,139,55,50,401,432,121,75,6,10,242,259,29,22,4,3,0,0,113,206,7,35,2,3,3,15
108,65000150014,新北市五股區,成德里,3007,2,0,2,2,42,38,13,12,228,296,87,90,78,86,26,21,51,35,5,5,90,78,31,37,298,233,92,56,6,8,254,198,24,16,1,0,0,1,162,240,9,27,0,6,3,18
108,65000150015,新北市五股區,六福里,3535,2,2,0,0,58,32,23,15,308,314,159,143,98,114,25,26,61,47,5,4,134,120,62,46,340,398,94,70,4,13,238,224,20,20,1,1,2,0,89,174,6,24,0,2,1,16
108,65000150016,新北市五股區,集賢里,3652,2,1,2,0,46,25,15,20,302,334,141,146,91,97,13,17,44,48,6,1,117,106,44,34,361,361,115,74,7,22,297,284,27,21,2,0,1,1,149,220,14,15,0,5,2,22
108,65000150017,新北市五股區,民義里,3257,0,2,3,1,60,47,25,12,307,309,134,96,83,95,16,19,67,47,2,4,94,89,48,36,313,317,87,68,10,15,222,208,22,27,0,1,0,1,118,186,7,28,1,5,4,21
108,65000150018,新北市五股區,成泰里,8869,17,10,7,3,194,133,59,49,971,1036,353,292,300,336,64,60,203,154,15,9,255,266,134,100,763,859,253,148,22,25,507,467,58,50,4,4,3,0,209,360,19,49,2,8,3,36
108,65000150019,新北市五股區,水碓里,7153,11,3,5,2,162,93,72,28,653,808,301,254,212,221,38,48,142,109,9,3,247,203,100,103,608,708,192,117,15,13,429,471,66,33,5,2,1,1,219,355,20,33,0,8,5,25
108,65000150020,新北市五股區,福德里,3076,4,1,4,2,43,34,14,14,258,287,122,99,89,107,24,26,54,52,7,3,123,111,59,39,300,325,112,58,6,12,170,156,26,20,3,2,0,0,92,159,11,29,3,3,0,13
108,65000160001,新北市泰山區,大科里,868,0,1,1,0,11,3,8,3,54,63,34,23,20,19,4,1,13,6,0,1,30,22,17,13,88,86,28,18,4,4,100,60,11,5,1,0,0,0,36,47,2,5,2,3,1,20
108,65000160002,新北市泰山區,黎明里,3232,7,1,4,0,60,34,20,13,279,280,110,103,104,143,18,19,54,50,13,5,107,90,73,58,283,327,98,65,7,8,204,234,24,19,1,2,0,0,103,169,8,15,1,4,3,12
108,65000160003,新北市泰山區,山腳里,6182,6,3,4,1,126,68,26,26,589,616,211,170,180,227,51,29,155,90,19,6,229,192,108,97,541,561,152,115,17,18,422,425,34,45,7,2,0,2,195,351,6,31,1,6,6,16
108,65000160004,新北市泰山區,福泰里,2627,4,0,3,1,34,26,13,11,208,205,82,77,68,74,12,13,58,35,4,2,114,71,61,37,227,214,68,55,11,6,210,198,11,25,5,4,1,3,127,202,6,17,2,6,3,13
108,65000160005,新北市泰山區,楓樹里,4088,11,1,3,4,72,54,28,20,367,408,166,132,130,138,30,14,97,70,8,3,157,135,65,69,323,309,119,56,15,17,251,277,33,26,13,3,2,0,128,253,10,35,6,5,1,24
108,65000160006,新北市泰山區,同榮里,3797,4,4,3,2,86,53,24,21,351,417,150,126,116,105,38,25,76,75,9,1,126,104,71,42,319,355,90,57,12,13,210,249,22,31,2,4,1,0,117,235,7,13,2,8,1,20
108,65000160007,新北市泰山區,義學里,4337,4,2,3,2,104,67,25,21,425,450,141,151,113,133,36,17,93,77,9,5,164,146,81,57,370,375,87,77,23,9,274,299,33,23,0,4,0,3,142,246,7,15,2,1,1,20
108,65000160008,新北市泰山區,明志里,3382,8,1,7,0,82,53,25,16,338,365,119,75,74,94,14,21,71,56,7,4,108,102,48,31,316,327,85,53,12,6,197,300,19,18,8,1,0,0,111,171,8,12,2,2,1,14
108,65000160009,新北市泰山區,貴子里,3664,19,4,10,3,105,62,29,23,341,406,130,115,112,123,22,16,85,60,3,6,141,103,55,40,338,319,78,46,5,7,185,247,30,17,5,2,0,0,102,229,7,16,1,2,1,14
108,65000160010,新北市泰山區,貴和里,4523,9,2,4,5,122,64,39,23,409,462,159,145,101,128,21,30,113,84,6,1,191,145,70,59,449,407,95,71,8,7,300,384,26,21,5,3,3,0,100,208,9,13,0,6,1,15
108,65000160011,新北市泰山區,同興里,3413,9,4,3,5,109,57,14,20,325,392,141,100,109,123,16,10,61,82,5,4,121,100,67,71,298,342,65,51,12,10,142,176,29,20,1,1,2,0,105,176,4,14,2,2,1,12
108,65000160012,新北市泰山區,義仁里,7622,11,2,15,7,250,142,57,42,807,926,303,289,228,274,64,45,154,160,14,6,246,208,133,108,650,672,144,128,23,21,337,442,40,45,10,6,0,0,208,321,15,34,1,7,1,26
108,65000160013,新北市泰山區,泰友里,2023,1,1,4,1,38,23,8,16,187,212,72,71,37,58,16,10,41,28,5,0,63,49,42,16,203,199,49,30,3,6,143,155,17,11,1,1,0,0,60,117,1,12,1,4,1,10
108,65000160014,新北市泰山區,新明里,3033,5,1,3,0,71,43,17,8,246,305,97,113,73,89,30,12,55,45,5,3,136,99,48,32,273,247,89,55,15,12,180,237,19,19,3,3,2,0,102,201,4,20,2,3,2,9
108,65000160015,新北市泰山區,貴賢里,3448,13,4,7,4,117,65,31,17,340,417,114,118,94,111,22,18,102,70,4,1,156,105,42,44,305,315,57,41,9,6,130,227,22,21,3,4,1,0,77,183,4,10,1,2,1,13
108,65000160016,新北市泰山區,福興里,3297,5,1,4,1,84,61,28,24,325,369,119,124,112,154,20,16,101,77,8,4,121,91,56,56,245,295,63,48,6,9,154,173,26,20,2,0,0,0,90,168,3,16,1,4,0,13
108,65000160017,新北市泰山區,全興里,7851,15,12,9,4,303,197,59,45,823,947,264,245,300,431,55,33,217,192,13,13,244,251,170,158,603,696,166,138,20,34,307,365,51,55,4,3,4,0,131,223,6,21,4,5,1,14
108,65000170001,新北市林口區,東林里,3778,2,1,3,1,55,30,25,17,332,325,122,106,91,109,29,12,84,69,6,8,141,108,58,58,326,289,115,79,16,14,260,217,40,39,3,3,0,1,180,284,19,44,7,11,5,34
108,65000170002,新北市林口區,林口里,5075,8,3,2,1,98,65,40,20,489,518,187,180,116,154,36,36,129,110,19,12,195,181,97,79,409,438,150,79,23,23,267,266,44,43,1,3,2,0,154,314,9,30,3,11,2,29
108,65000170003,新北市林口區,西林里,9486,47,12,20,14,377,282,88,52,1109,1204,383,328,232,328,59,36,318,233,19,13,319,313,193,152,595,733,202,122,23,32,383,405,70,63,3,3,1,1,204,367,25,53,4,7,4,55
108,65000170004,新北市林口區,菁湖里,3977,22,8,3,3,128,84,38,22,445,470,146,117,83,105,21,12,129,99,14,2,136,143,74,63,296,300,66,39,19,17,172,176,31,31,4,1,1,0,115,253,12,27,6,6,4,34
108,65000170005,新北市林口區,中湖里,4099,8,3,5,2,112,73,35,21,373,445,135,126,100,128,34,16,109,86,3,1,132,140,83,71,343,317,114,80,27,21,226,180,38,34,1,1,1,0,127,226,19,38,6,9,10,40
108,65000170006,新北市林口區,湖北里,1443,0,2,0,1,29,17,8,2,109,123,54,39,32,34,12,7,43,26,7,3,54,40,22,21,134,110,53,24,12,6,96,70,9,7,1,1,0,0,78,104,13,13,2,0,3,22
108,65000170007,新北市林口區,湖南里,19538,149,54,54,36,1254,833,211,171,2748,3244,622,596,545,864,102,112,552,621,38,28,467,717,313,297,991,1315,271,203,49,47,390,544,109,122,5,14,1,3,211,465,38,66,6,8,5,47
108,65000170008,新北市林口區,南勢里,18252,194,99,57,38,1393,946,199,180,2706,3357,577,534,490,789,84,75,504,601,19,23,380,571,271,284,736,1131,197,156,31,42,307,448,84,90,6,4,1,1,154,344,35,44,6,9,6,49
108,65000170009,新北市林口區,東勢里,6076,24,7,8,4,214,136,63,35,660,773,221,218,140,214,52,47,178,159,15,8,192,208,138,100,419,499,132,98,18,11,230,276,42,31,2,2,0,0,149,282,19,26,3,2,1,20
108,65000170010,新北市林口區,頂福里,1048,1,0,0,0,11,4,4,1,51,77,31,33,10,17,6,7,13,12,4,0,49,24,6,20,116,65,35,17,4,4,105,42,12,8,2,0,0,0,88,97,12,15,2,0,4,39
108,65000170011,新北市林口區,下福里,1278,1,0,0,0,18,10,3,5,87,133,56,38,24,23,10,3,22,13,2,1,31,23,26,16,150,101,49,37,3,1,95,59,5,11,0,0,0,0,62,71,11,22,5,1,6,44
108,65000170012,新北市林口區,嘉寶里,950,0,0,0,0,9,6,2,5,62,86,42,43,22,21,5,2,15,11,4,0,50,24,8,11,70,56,33,15,6,5,78,46,6,7,1,0,1,0,79,57,12,8,1,4,4,33
108,65000170013,新北市林口區,瑞平里,828,2,1,0,0,17,8,4,3,60,80,38,25,14,15,5,4,16,9,1,0,33,17,9,11,58,46,27,20,1,1,84,42,12,8,0,0,0,0,61,44,4,7,6,1,2,32
108,65000170014,新北市林口區,太平里,1496,1,0,1,1,20,11,11,3,109,172,75,60,21,35,11,11,20,18,2,2,46,52,21,22,120,105,52,15,9,8,106,73,14,11,0,0,0,1,79,88,13,22,4,8,4,39
108,65000170015,新北市林口區,仁愛里,6225,45,33,18,8,347,227,66,63,819,959,265,255,157,224,43,26,188,208,14,9,186,223,129,120,301,438,90,57,7,28,126,150,34,44,1,4,0,1,68,194,13,19,1,2,1,14
108,65000170016,新北市林口區,麗林里,7933,46,19,25,11,359,244,73,74,908,1141,372,375,177,290,38,38,238,260,17,17,220,287,200,173,453,651,149,84,25,43,215,234,44,49,2,4,0,0,81,226,19,28,1,2,1,20
108,65000170017,新北市林口區,麗園里,3800,12,5,7,7,114,65,38,28,391,470,174,144,88,121,21,24,106,115,12,4,146,117,59,60,313,326,66,49,7,20,138,146,25,16,2,0,2,0,98,205,11,20,1,2,1,24
108,65000180001,新北市深坑區,深坑里,3196,7,3,4,3,85,57,16,14,300,330,136,108,77,109,12,21,98,76,8,5,122,133,49,48,258,276,91,60,2,11,147,132,32,23,1,0,0,1,114,183,6,18,0,7,1,12
108,65000180002,新北市深坑區,萬順里,2372,9,3,2,5,44,39,15,8,219,242,104,67,68,60,12,6,65,39,9,4,75,85,27,29,213,194,47,34,1,8,148,116,19,28,0,0,0,0,97,191,6,13,1,4,3,13
108,65000180003,新北市深坑區,土庫里,2850,11,6,4,1,57,33,27,13,273,282,117,75,64,94,19,16,71,48,4,3,98,101,47,49,223,211,90,51,1,4,186,170,19,26,0,2,1,0,104,168,15,24,3,3,4,32
108,65000180004,新北市深坑區,昇高里,1957,7,2,2,2,42,40,6,14,201,190,62,51,50,45,13,12,44,46,4,5,80,67,29,29,164,164,50,22,2,5,134,92,14,17,0,0,0,0,105,102,7,16,1,5,1,13
108,65000180005,新北市深坑區,阿柔里,570,0,1,0,0,12,4,2,2,42,41,20,18,15,12,6,0,8,3,0,0,21,17,11,9,60,42,16,11,0,0,47,30,3,4,0,1,0,0,44,44,5,9,1,1,0,8
108,65000180006,新北市深坑區,埔新里,5843,13,11,7,8,179,111,53,36,620,675,234,183,157,192,40,37,139,139,11,8,178,219,97,107,430,541,157,75,7,20,250,272,30,24,1,2,1,0,161,324,15,40,2,5,2,30
108,65000180007,新北市深坑區,萬福里,2570,10,5,6,4,78,36,16,14,230,256,85,92,64,63,6,15,59,61,2,4,123,92,39,36,179,201,67,51,1,4,163,101,25,18,0,1,0,1,120,182,5,24,4,5,3,19
108,65000180008,新北市深坑區,賴仲里,2170,15,14,3,3,62,52,13,17,247,246,89,65,55,78,14,4,69,66,2,5,82,69,27,27,172,182,60,37,2,4,89,87,19,13,0,2,0,0,59,75,5,14,4,1,3,18
108,65000190001,新北市石碇區,石碇里,402,0,1,1,0,5,6,4,1,27,36,6,12,9,5,2,1,4,7,1,1,14,3,5,5,55,35,18,7,0,0,22,21,10,5,2,1,1,0,23,36,2,2,1,0,0,5
108,65000190002,新北市石碇區,潭邊里,813,2,0,0,0,12,3,4,2,58,64,23,29,18,16,3,3,14,9,1,1,24,16,7,7,86,63,39,17,2,5,67,39,10,5,0,1,0,0,63,62,3,14,1,2,1,17
108,65000190003,新北市石碇區,隆盛里,682,0,0,0,0,20,5,1,0,34,49,16,18,18,16,5,2,11,8,3,0,33,16,8,8,66,38,21,10,1,3,81,50,5,6,3,0,0,0,51,45,5,14,1,3,0,8
108,65000190004,新北市石碇區,烏塗里,665,2,0,1,0,13,8,3,0,30,36,15,13,13,19,3,2,17,11,0,0,24,13,5,5,66,38,24,14,1,1,68,32,13,3,1,0,0,0,76,49,7,11,2,1,3,22
108,65000190005,新北市石碇區,彭山里,312,0,0,0,0,2,0,1,0,15,18,12,7,7,5,3,2,2,1,1,0,9,12,5,3,27,19,10,6,0,1,32,15,7,3,0,0,0,0,35,29,3,3,1,2,2,12
108,65000190006,新北市石碇區,豐田里,392,1,1,1,1,3,7,1,0,22,20,7,8,10,6,0,1,5,3,0,2,12,13,3,8,36,22,8,4,1,0,41,13,8,3,0,0,0,0,62,31,5,6,2,4,1,10
108,65000190007,新北市石碇區,永定里,620,0,1,0,0,5,2,5,4,21,30,14,14,8,10,3,1,9,7,3,1,12,12,15,14,56,47,29,13,1,2,91,47,8,1,1,0,0,1,44,60,6,9,0,2,2,9
108,65000190008,新北市石碇區,中民里,751,0,0,1,0,6,7,2,3,46,37,22,12,17,7,4,4,12,5,0,0,13,10,14,5,94,55,36,11,1,1,101,52,11,7,0,0,0,0,49,61,6,17,3,1,3,15
108,65000190009,新北市石碇區,光明里,280,0,0,0,0,5,1,0,1,14,11,9,6,4,5,1,0,3,3,0,0,12,9,1,3,28,24,10,3,0,1,36,17,3,4,0,0,0,0,26,14,5,4,2,1,1,13
108,65000190010,新北市石碇區,豐林里,318,0,0,0,0,3,3,2,1,22,23,9,8,10,11,1,3,4,4,0,0,15,8,5,5,30,21,12,6,0,0,32,18,3,1,1,0,0,0,14,25,5,5,1,2,0,5
108,65000190011,新北市石碇區,永安里,828,0,0,0,0,8,7,5,0,56,70,32,35,12,20,4,7,4,10,3,1,20,22,7,11,72,61,21,13,2,1,74,55,8,7,0,0,0,1,77,63,4,10,1,1,3,20
108,65000190012,新北市石碇區,格頭里,1002,3,2,2,0,14,8,8,6,65,75,35,28,17,36,7,3,17,8,3,0,31,21,11,17,82,61,27,18,1,5,85,61,10,15,0,1,0,0,99,91,6,5,2,2,1,13
108,65000200001,新北市坪林區,粗窟里,884,2,0,1,0,9,1,4,3,48,62,19,20,19,9,4,4,11,7,0,1,34,26,9,6,117,60,18,19,0,4,86,36,6,5,0,0,0,0,82,85,12,19,3,1,9,23
108,65000200002,新北市坪林區,坪林里,1347,4,2,3,1,29,15,13,4,101,109,42,37,35,17,7,5,37,17,0,2,55,37,16,18,152,121,40,15,2,3,72,63,11,11,1,0,0,0,94,101,8,17,1,2,2,25
108,65000200003,新北市坪林區,大林里,1194,5,1,1,0,21,13,6,2,62,83,38,32,16,23,6,3,16,22,1,1,47,26,10,10,122,78,27,11,1,5,120,63,14,7,0,1,0,0,105,90,23,23,4,5,20,30
108,65000200004,新北市坪林區,石𥕢里,429,0,0,0,0,5,2,2,4,27,29,10,10,8,8,0,3,4,3,0,1,19,9,9,4,32,25,9,3,0,2,44,20,3,2,0,0,0,0,35,48,9,4,4,1,8,23
108,65000200005,新北市坪林區,上德里,840,0,0,0,0,9,7,1,3,49,53,27,18,19,11,6,2,13,4,0,1,48,30,13,10,76,52,30,8,1,3,94,52,9,5,2,2,1,0,65,61,11,14,2,2,0,26
108,65000200006,新北市坪林區,水德里,650,1,2,0,0,11,4,3,3,26,27,22,25,10,8,4,3,11,8,1,0,29,18,5,11,73,43,13,15,2,0,63,37,6,3,0,0,0,0,52,57,8,13,2,5,3,23
108,65000200007,新北市坪林區,漁光里,861,1,1,0,0,12,5,0,2,33,33,12,13,16,19,3,2,13,9,2,1,42,22,8,2,79,50,15,11,0,2,75,52,11,5,1,1,2,0,125,127,9,14,2,0,3,26
108,65000210001,新北市三芝區,八賢里,326,1,0,0,0,2,2,1,0,22,16,4,10,6,7,2,2,4,2,0,0,15,7,1,4,34,19,12,2,3,8,43,22,1,2,0,0,0,0,23,27,3,3,0,0,3,13
108,65000210002,新北市三芝區,埔頭里,5008,6,2,4,2,65,45,29,28,429,447,169,178,104,118,33,34,73,73,4,7,168,150,89,70,440,457,150,92,42,30,440,459,35,33,0,1,2,0,162,219,12,32,5,10,7,53
108,65000210003,新北市三芝區,古庄里,1130,1,1,0,0,20,15,7,6,81,83,32,26,24,31,8,3,20,23,4,1,66,47,19,16,88,94,32,22,12,0,100,70,5,4,1,0,0,0,61,68,2,6,2,2,2,25
108,65000210004,新北市三芝區,新庄里,788,0,0,1,0,7,5,3,3,36,60,21,24,15,18,7,6,11,8,2,1,17,19,15,7,92,53,17,11,7,6,81,62,10,7,0,0,0,0,50,49,7,8,3,3,10,26
108,65000210005,新北市三芝區,埔坪里,6398,2,1,7,0,77,49,22,16,415,422,214,173,140,148,37,35,113,96,9,10,196,193,104,93,596,600,177,138,63,60,654,560,57,54,1,4,2,0,250,349,41,73,13,15,22,97
108,65000210006,新北市三芝區,茂長里,640,1,0,1,0,14,7,4,0,68,68,24,16,9,12,0,1,24,19,2,0,19,14,14,5,77,60,8,7,6,1,33,40,4,2,1,0,0,0,18,37,3,4,1,0,1,15
108,65000210007,新北市三芝區,橫山里,502,0,0,1,0,1,3,1,0,20,29,10,6,16,10,3,0,7,3,0,0,18,9,4,1,47,36,16,6,2,1,80,34,3,2,0,0,0,0,43,30,4,4,11,4,6,31
108,65000210008,新北市三芝區,錫板里,686,1,0,1,0,8,3,3,3,42,42,18,8,13,9,4,3,11,5,2,1,16,9,7,4,72,48,18,5,2,2,101,46,5,3,1,0,0,0,59,46,13,9,3,0,6,34
108,65000210009,新北市三芝區,後厝里,2116,12,9,2,2,58,42,14,15,233,247,62,51,55,58,5,12,62,53,3,5,114,85,17,22,152,163,33,20,10,13,112,96,15,15,0,2,0,0,85,100,8,11,4,3,10,26
108,65000210010,新北市三芝區,福德里,793,4,1,0,1,27,17,8,4,80,108,13,25,10,17,2,1,11,14,1,0,15,21,6,6,65,51,19,20,4,1,76,49,6,5,0,1,1,0,37,28,6,4,3,2,4,19
108,65000210011,新北市三芝區,圓山里,549,0,0,0,0,5,4,2,2,27,17,10,16,8,10,4,0,5,3,0,0,12,8,12,2,71,45,18,7,4,5,73,47,2,8,0,0,0,0,40,26,9,5,6,0,8,28
108,65000210012,新北市三芝區,店子里,607,1,0,1,0,6,4,2,2,39,33,13,10,14,7,2,1,8,7,0,1,15,7,7,6,76,55,15,8,1,4,71,47,4,1,0,0,0,0,59,48,5,3,0,1,3,20
108,65000210013,新北市三芝區,興華里,1217,3,1,2,1,22,16,4,3,95,90,37,32,43,29,9,5,31,24,1,2,23,22,12,10,131,100,33,19,7,3,114,71,10,4,0,0,0,0,73,85,4,13,4,2,7,20
108,65000220001,新北市石門區,德茂里,1151,0,0,0,0,14,4,5,4,87,81,29,22,15,21,7,9,11,9,2,0,42,17,26,13,136,112,32,29,5,6,113,124,8,8,0,0,0,0,63,57,16,19,0,1,1,3
108,65000220002,新北市石門區,富基里,1407,0,0,0,0,8,10,4,4,85,114,32,53,26,20,6,6,20,12,5,2,68,48,14,17,170,136,32,38,16,9,105,112,2,5,0,1,1,0,86,100,9,21,4,1,0,5
108,65000220003,新北市石門區,老梅里,2219,1,0,1,0,20,21,10,8,141,180,80,54,40,41,9,15,32,26,5,1,72,73,35,23,199,189,91,66,12,9,239,173,16,9,0,0,0,0,108,174,14,24,0,1,2,5
108,65000220004,新北市石門區,山溪里,903,1,0,0,0,5,5,6,3,50,55,33,20,11,14,5,4,8,13,3,0,26,19,8,8,101,72,31,17,5,4,94,63,8,5,0,0,0,0,86,69,19,27,2,2,0,1
108,65000220005,新北市石門區,石門里,1634,0,1,2,0,18,16,8,5,127,151,65,54,38,28,4,8,22,18,5,1,45,47,25,22,134,140,56,39,11,10,131,111,17,5,0,0,0,0,97,134,15,19,0,0,2,3
108,65000220006,新北市石門區,尖鹿里,1547,0,0,0,0,16,8,7,5,98,107,62,42,31,36,6,5,23,20,3,1,38,47,31,23,123,136,53,29,7,5,175,95,21,14,0,0,0,0,96,128,16,24,4,0,3,9
108,65000220007,新北市石門區,乾華里,320,0,0,0,0,4,3,2,2,24,15,10,5,5,6,0,2,8,3,2,0,15,6,4,1,30,29,7,4,1,0,36,19,1,1,0,0,0,0,24,29,12,4,0,0,2,4
108,65000220008,新北市石門區,茂林里,644,0,0,0,0,12,9,5,3,45,52,18,19,26,11,0,4,15,7,1,1,27,17,10,7,44,45,19,12,0,0,70,48,5,3,0,0,0,0,33,52,7,8,1,0,1,7
108,65000220009,新北市石門區,草里里,950,0,1,0,0,5,0,1,2,54,69,25,24,19,22,2,7,1,7,0,0,42,16,13,9,73,80,34,25,2,6,134,106,8,13,0,0,0,0,57,45,18,19,2,1,4,4
108,65000230001,新北市八里區,龍源里,6894,21,9,9,2,194,150,49,59,628,773,233,220,202,217,40,30,203,190,10,10,241,249,102,101,480,572,177,118,32,23,386,393,41,41,1,2,1,2,227,333,24,44,4,2,5,44
108,65000230002,新北市八里區,米倉里,3351,6,2,3,3,76,61,18,11,297,333,101,90,119,131,44,16,102,72,16,7,128,115,40,41,245,256,84,43,15,15,232,199,22,21,3,0,0,0,133,166,13,31,2,1,2,36
108,65000230003,新北市八里區,大崁里,3094,4,2,5,3,62,47,15,14,276,288,118,107,105,84,30,23,57,80,12,5,105,93,45,38,249,266,88,66,10,16,247,173,22,21,2,1,0,0,106,117,22,17,8,6,4,35
108,65000230004,新北市八里區,埤頭里,3717,5,0,3,1,42,36,23,9,300,331,114,124,91,137,42,27,95,64,16,10,140,143,61,66,283,304,112,89,16,18,301,251,30,30,1,1,0,0,130,167,23,29,2,3,6,41
108,65000230005,新北市八里區,頂罟里,2127,3,0,4,0,21,22,12,11,150,191,86,70,54,58,14,14,58,47,7,1,82,93,32,41,187,204,64,45,10,11,176,149,16,9,1,0,0,0,66,73,13,13,0,4,3,12
108,65000230006,新北市八里區,舊城里,6725,6,3,2,1,110,72,39,23,522,624,233,212,185,212,54,50,186,177,16,10,232,290,99,90,614,682,212,154,36,52,453,421,55,44,5,1,1,0,174,291,12,34,0,4,4,28
108,65000230007,新北市八里區,訊塘里,4169,6,3,1,2,61,40,26,22,333,377,146,141,115,132,35,23,109,93,9,6,128,138,77,70,331,392,153,103,15,25,294,294,36,27,1,1,0,1,112,198,14,27,2,5,6,39
108,65000230008,新北市八里區,荖阡里,1734,3,0,0,1,22,7,6,3,126,147,64,56,50,43,18,11,47,31,7,1,50,40,20,35,143,151,66,44,8,11,163,120,13,7,1,0,0,0,70,83,14,24,1,0,4,23
108,65000230009,新北市八里區,長坑里,1598,1,0,0,0,19,13,7,7,100,119,56,48,34,40,19,13,40,21,5,1,48,36,33,14,142,116,46,44,2,10,174,110,15,11,0,0,0,0,85,65,18,26,1,6,10,43
108,65000230010,新北市八里區,下罟里,1565,2,1,0,0,19,15,5,4,87,138,65,53,25,28,13,12,43,31,5,4,43,52,28,19,119,135,58,43,5,10,169,99,10,9,0,0,0,1,65,82,13,17,4,4,4,26
108,65000240001,新北市平溪區,薯榔里,389,0,0,0,0,2,0,2,1,10,18,7,8,12,5,5,0,9,4,0,1,17,10,4,4,33,20,10,6,0,1,60,21,10,0,0,0,0,0,27,38,9,14,0,1,4,16
108,65000240002,新北市平溪區,菁桐里,235,0,0,0,0,2,1,1,0,8,12,1,2,6,4,0,2,7,1,0,1,4,4,4,3,33,12,9,6,1,1,40,21,2,1,0,0,0,0,11,26,1,6,0,0,0,2
